sport_type,day_of_week,start_hour,price,month,is_weekend,previous_booking_count,field_capacity,demand_level
bóng rổ,6,16,540000,4,1,18,14,HIGH
tennis,6,19,360000,10,1,12,4,MEDIUM
tennis,3,17,450000,10,0,5,2,LOW
bóng đá,3,20,770000,2,0,11,14,MEDIUM
pickleball,2,19,320000,11,0,19,8,HIGH
cầu lông,4,7,160000,2,0,11,6,MEDIUM
bóng rổ,0,17,410000,5,0,13,12,MEDIUM
tennis,6,15,450000,7,1,5,8,LOW
cầu lông,1,10,160000,10,0,13,6,LOW
cầu lông,0,16,180000,5,0,12,4,MEDIUM
pickleball,1,19,250000,9,0,12,8,MEDIUM
tennis,6,10,400000,8,1,15,4,MEDIUM
cầu lông,1,21,190000,9,0,16,4,MEDIUM
cầu lông,6,10,180000,3,1,13,6,MEDIUM
bóng rổ,0,8,500000,8,0,15,12,MEDIUM
bóng đá,1,19,600000,11,0,15,16,MEDIUM
pickleball,1,10,210000,10,0,4,6,LOW
tennis,5,17,350000,6,1,15,8,HIGH
cầu lông,3,19,230000,10,0,13,6,MEDIUM
pickleball,3,7,200000,8,0,7,4,LOW
bóng rổ,2,20,390000,11,0,15,12,HIGH
bóng rổ,4,17,540000,7,0,15,16,MEDIUM
cầu lông,5,18,230000,3,1,13,2,MEDIUM
bóng đá,0,7,800000,6,0,13,14,MEDIUM
bóng đá,2,21,680000,9,0,12,18,MEDIUM
cầu lông,2,19,200000,8,0,17,8,MEDIUM
cầu lông,2,13,210000,2,0,11,2,LOW
bóng đá,4,19,660000,7,0,20,14,HIGH
bóng rổ,5,14,500000,2,1,16,12,HIGH
bóng rổ,3,11,450000,8,0,10,12,MEDIUM
cầu lông,1,20,210000,12,0,8,2,MEDIUM
bóng rổ,0,13,480000,1,0,7,12,LOW
bóng đá,4,21,700000,5,0,10,16,MEDIUM
tennis,1,18,320000,4,0,10,4,MEDIUM
bóng rổ,4,8,480000,4,0,9,12,LOW
cầu lông,0,15,160000,3,0,12,4,MEDIUM
bóng đá,1,21,820000,9,0,15,14,HIGH
bóng rổ,1,16,390000,1,0,11,12,MEDIUM
pickleball,0,18,300000,6,0,24,4,HIGH
bóng đá,0,15,530000,7,0,12,14,MEDIUM
bóng đá,5,20,810000,10,1,21,18,HIGH
pickleball,4,18,270000,10,0,17,4,MEDIUM
tennis,3,13,420000,5,0,10,4,LOW
pickleball,4,20,320000,2,0,13,4,MEDIUM
pickleball,4,16,200000,10,0,15,4,MEDIUM
bóng rổ,3,17,420000,5,0,12,12,MEDIUM
bóng đá,3,17,610000,7,0,14,16,MEDIUM
bóng đá,0,21,740000,4,0,16,12,HIGH
pickleball,0,14,290000,10,0,13,6,MEDIUM
pickleball,4,17,290000,3,0,12,4,MEDIUM
pickleball,4,19,210000,12,0,11,8,MEDIUM
pickleball,5,11,270000,3,1,12,4,MEDIUM
pickleball,2,19,300000,4,0,11,6,MEDIUM
cầu lông,6,9,190000,9,1,10,4,LOW
tennis,1,11,320000,3,0,5,2,LOW
cầu lông,2,15,210000,4,0,8,4,LOW
bóng rổ,4,18,540000,3,0,14,12,MEDIUM
bóng đá,4,15,790000,12,0,7,16,LOW
bóng rổ,6,20,480000,8,1,12,14,HIGH
cầu lông,3,8,230000,9,0,10,4,LOW
cầu lông,0,8,170000,3,0,11,4,LOW
bóng đá,5,8,760000,6,1,6,16,LOW
bóng đá,2,19,850000,3,0,11,14,MEDIUM
bóng đá,6,18,590000,10,1,23,14,HIGH
tennis,2,8,390000,10,0,10,4,LOW
cầu lông,6,17,200000,3,1,12,8,MEDIUM
bóng rổ,2,18,400000,8,0,14,12,HIGH
tennis,1,18,340000,3,0,7,2,LOW
bóng rổ,5,8,410000,10,1,12,12,MEDIUM
bóng đá,0,15,630000,5,0,12,18,MEDIUM
bóng đá,5,8,770000,6,1,12,14,HIGH
bóng đá,4,7,750000,4,0,12,18,LOW
bóng đá,0,8,770000,10,0,11,12,MEDIUM
cầu lông,3,17,180000,7,0,13,4,MEDIUM
cầu lông,5,10,170000,1,1,11,6,MEDIUM
cầu lông,3,7,230000,1,0,6,4,LOW
bóng đá,6,9,640000,5,1,10,16,MEDIUM
cầu lông,0,20,180000,9,0,19,2,HIGH
cầu lông,5,17,230000,2,1,16,6,MEDIUM
bóng rổ,6,21,440000,3,1,19,12,HIGH
bóng đá,1,15,560000,3,0,12,18,MEDIUM
cầu lông,0,18,180000,1,0,10,2,MEDIUM
pickleball,4,14,220000,2,0,9,4,LOW
bóng đá,3,9,730000,6,0,10,14,MEDIUM
tennis,1,15,310000,1,0,3,2,LOW
cầu lông,3,10,150000,6,0,12,8,LOW
bóng đá,5,20,680000,1,1,16,14,HIGH
cầu lông,4,14,220000,5,0,8,4,LOW
pickleball,1,9,210000,9,0,10,4,MEDIUM
bóng rổ,0,19,530000,2,0,15,16,MEDIUM
tennis,6,18,450000,2,1,8,4,LOW
bóng đá,5,9,710000,9,1,19,18,MEDIUM
bóng đá,2,20,650000,10,0,13,16,MEDIUM
bóng đá,0,11,780000,6,0,14,16,MEDIUM
cầu lông,2,19,180000,2,0,12,6,MEDIUM
cầu lông,6,19,190000,10,1,19,4,HIGH
bóng đá,1,6,550000,1,0,13,18,MEDIUM
cầu lông,4,20,160000,1,0,10,8,MEDIUM
bóng đá,6,18,910000,3,1,17,14,HIGH
cầu lông,3,16,160000,9,0,6,4,LOW
bóng rổ,1,11,330000,2,0,7,12,LOW
bóng đá,6,19,610000,3,1,20,16,HIGH
tennis,0,11,430000,2,0,6,4,LOW
bóng rổ,2,11,510000,8,0,10,12,LOW
cầu lông,3,9,160000,3,0,11,2,LOW
cầu lông,4,14,200000,12,0,9,6,LOW
bóng đá,6,16,820000,5,1,18,18,HIGH
pickleball,0,8,200000,8,0,11,4,MEDIUM
bóng đá,1,10,550000,7,0,8,18,MEDIUM
tennis,2,16,310000,7,0,9,4,LOW
cầu lông,1,18,190000,10,0,15,4,MEDIUM
bóng đá,4,14,640000,5,0,10,14,MEDIUM
bóng rổ,1,10,470000,7,0,13,12,MEDIUM
cầu lông,3,6,190000,5,0,12,6,MEDIUM
bóng đá,0,10,780000,9,0,8,18,LOW
pickleball,5,15,260000,4,1,15,6,HIGH
cầu lông,0,8,190000,7,0,9,4,LOW
cầu lông,6,13,190000,7,1,5,4,LOW
tennis,0,20,440000,3,0,14,2,MEDIUM
pickleball,4,15,210000,5,0,15,4,MEDIUM
tennis,0,8,310000,11,0,10,2,LOW
bóng rổ,6,6,460000,1,1,8,14,LOW
bóng rổ,3,6,530000,3,0,2,14,LOW
bóng rổ,0,18,400000,1,0,10,14,MEDIUM
bóng rổ,6,9,450000,8,1,14,10,MEDIUM
bóng đá,2,15,730000,6,0,14,16,MEDIUM
bóng rổ,0,10,490000,7,0,12,12,MEDIUM
bóng đá,4,9,550000,11,0,9,14,LOW
bóng rổ,0,11,360000,6,0,12,12,MEDIUM
bóng đá,0,20,630000,3,0,12,14,MEDIUM
bóng rổ,5,21,500000,7,1,20,14,HIGH
bóng đá,2,7,510000,11,0,13,14,MEDIUM
cầu lông,6,7,200000,10,1,13,4,MEDIUM
cầu lông,6,8,190000,10,1,15,8,MEDIUM
bóng rổ,3,7,420000,10,0,6,12,LOW
tennis,1,19,470000,3,0,9,4,LOW
pickleball,1,21,290000,4,0,12,8,MEDIUM
bóng đá,5,15,810000,12,1,18,14,HIGH
bóng rổ,4,18,550000,2,0,17,16,MEDIUM
tennis,6,16,310000,3,1,9,4,LOW
tennis,0,19,340000,2,0,7,2,LOW
bóng đá,5,19,700000,5,1,17,12,HIGH
bóng đá,4,14,530000,12,0,6,18,LOW
pickleball,3,10,300000,9,0,5,4,LOW
pickleball,4,20,300000,4,0,12,4,MEDIUM
pickleball,0,17,330000,5,0,13,4,MEDIUM
bóng đá,3,20,870000,3,0,18,14,HIGH
bóng đá,0,7,600000,7,0,13,14,MEDIUM
cầu lông,5,18,210000,1,1,16,4,HIGH
tennis,1,13,300000,2,0,8,2,LOW
bóng rổ,5,17,410000,5,1,19,12,HIGH
pickleball,0,14,270000,10,0,11,4,LOW
bóng đá,3,7,800000,5,0,7,14,LOW
bóng rổ,6,19,400000,11,1,17,16,HIGH
cầu lông,5,13,180000,3,1,10,4,LOW
pickleball,2,9,260000,6,0,9,4,MEDIUM
bóng rổ,0,8,460000,9,0,5,16,LOW
tennis,2,14,440000,9,0,8,2,LOW
bóng đá,3,19,720000,4,0,20,14,HIGH
tennis,5,18,400000,6,1,20,4,HIGH
cầu lông,5,10,230000,10,1,12,2,MEDIUM
tennis,5,20,500000,8,1,17,2,HIGH
bóng rổ,6,18,480000,3,1,8,14,MEDIUM
bóng rổ,6,20,580000,3,1,12,12,MEDIUM
cầu lông,0,14,150000,11,0,8,4,LOW
bóng đá,0,15,550000,7,0,9,12,MEDIUM
cầu lông,4,20,240000,10,0,16,4,MEDIUM
cầu lông,3,14,170000,1,0,7,4,LOW
tennis,2,17,310000,9,0,4,6,LOW
bóng rổ,3,20,550000,2,0,8,12,LOW
bóng rổ,4,21,410000,3,0,15,10,MEDIUM
pickleball,3,17,260000,5,0,17,4,HIGH
bóng đá,6,6,640000,10,1,17,16,HIGH
cầu lông,5,10,200000,8,1,15,4,MEDIUM
bóng đá,0,20,600000,2,0,11,14,MEDIUM
pickleball,5,17,330000,9,1,18,4,HIGH
bóng đá,4,10,810000,8,0,13,16,MEDIUM
tennis,2,18,490000,7,0,13,4,MEDIUM
bóng đá,3,9,650000,2,0,10,16,LOW
cầu lông,4,18,200000,1,0,13,8,MEDIUM
cầu lông,1,17,200000,11,0,13,4,MEDIUM
cầu lông,2,9,180000,11,0,8,4,LOW
cầu lông,5,18,170000,9,1,15,4,HIGH
cầu lông,6,9,230000,12,1,18,2,MEDIUM
cầu lông,5,10,170000,8,1,12,8,MEDIUM
bóng đá,6,9,620000,4,1,11,14,MEDIUM
bóng đá,5,6,560000,2,1,10,14,MEDIUM
bóng đá,6,15,720000,1,1,18,16,HIGH
bóng đá,1,19,730000,8,0,19,14,HIGH
bóng đá,5,10,730000,3,1,13,14,MEDIUM
tennis,2,15,400000,8,0,13,4,LOW
bóng đá,1,6,720000,12,0,9,14,LOW
pickleball,4,11,300000,6,0,14,8,MEDIUM
bóng đá,5,17,800000,10,1,17,12,HIGH
bóng đá,0,9,770000,6,0,14,18,MEDIUM
pickleball,3,18,230000,7,0,15,6,HIGH
tennis,4,19,320000,2,0,9,4,MEDIUM
bóng đá,5,11,610000,4,1,11,12,MEDIUM
bóng đá,4,18,870000,8,0,18,14,HIGH
bóng rổ,3,19,400000,10,0,13,10,MEDIUM
pickleball,5,6,300000,3,1,9,6,MEDIUM
cầu lông,4,10,190000,5,0,7,4,LOW
bóng rổ,6,10,460000,1,1,9,12,LOW
cầu lông,5,10,230000,6,1,12,2,MEDIUM
bóng rổ,0,18,480000,2,0,8,12,LOW
cầu lông,2,13,180000,7,0,11,8,MEDIUM
cầu lông,6,17,170000,8,1,25,4,HIGH
bóng đá,2,14,640000,7,0,10,14,LOW
pickleball,6,18,250000,6,1,24,6,HIGH
cầu lông,4,11,180000,2,0,7,8,LOW
tennis,0,20,420000,8,0,15,6,MEDIUM
cầu lông,5,15,170000,7,1,19,4,HIGH
bóng rổ,2,13,530000,11,0,9,12,LOW
tennis,5,21,380000,4,1,15,4,MEDIUM
tennis,4,19,330000,5,0,19,4,HIGH
tennis,4,16,340000,9,0,6,4,LOW
cầu lông,1,19,180000,2,0,7,2,LOW
tennis,3,10,360000,6,0,7,8,LOW
bóng đá,3,9,570000,12,0,13,14,MEDIUM
bóng đá,0,21,610000,7,0,14,14,MEDIUM
cầu lông,4,13,200000,9,0,13,4,LOW
pickleball,4,9,230000,1,0,9,4,MEDIUM
bóng đá,1,6,550000,2,0,21,14,HIGH
cầu lông,6,21,240000,12,1,10,4,MEDIUM
pickleball,4,21,310000,4,0,11,8,LOW
bóng rổ,1,8,390000,11,0,10,16,LOW
cầu lông,3,17,200000,10,0,12,4,MEDIUM
cầu lông,0,9,170000,4,0,5,4,LOW
cầu lông,4,8,160000,10,0,12,4,MEDIUM
bóng rổ,4,21,390000,4,0,14,12,MEDIUM
bóng đá,2,20,790000,12,0,24,12,HIGH
bóng đá,4,15,570000,11,0,9,14,LOW
bóng đá,4,18,600000,8,0,12,14,HIGH
bóng đá,2,11,830000,4,0,9,12,LOW
cầu lông,3,10,160000,12,0,8,8,LOW
bóng đá,6,19,880000,3,1,19,12,HIGH
bóng đá,0,20,610000,8,0,13,14,HIGH
bóng đá,1,19,820000,9,0,13,12,MEDIUM
bóng rổ,5,8,530000,4,1,13,12,MEDIUM
cầu lông,6,20,240000,6,1,16,4,HIGH
bóng đá,1,17,820000,8,0,13,14,HIGH
tennis,2,21,370000,6,0,14,6,MEDIUM
cầu lông,1,13,230000,4,0,10,4,LOW
bóng đá,0,17,710000,12,0,16,12,MEDIUM
pickleball,0,14,290000,4,0,11,8,LOW
bóng đá,2,20,690000,10,0,13,14,MEDIUM
pickleball,0,18,280000,2,0,13,4,MEDIUM
cầu lông,1,15,210000,9,0,6,2,LOW
bóng đá,1,18,860000,9,0,14,16,MEDIUM
bóng đá,0,15,770000,9,0,10,14,LOW
pickleball,1,19,290000,5,0,15,8,MEDIUM
cầu lông,5,17,200000,11,1,15,4,HIGH
bóng rổ,6,11,490000,12,1,8,12,LOW
bóng đá,3,16,540000,2,0,12,18,MEDIUM
cầu lông,0,11,140000,6,0,4,6,LOW
bóng rổ,4,21,490000,11,0,21,10,HIGH
pickleball,2,9,240000,1,0,6,2,LOW
pickleball,3,21,300000,4,0,11,4,MEDIUM
bóng đá,1,18,640000,8,0,11,14,MEDIUM
cầu lông,0,19,210000,9,0,12,6,MEDIUM
tennis,3,9,420000,5,0,9,4,LOW
bóng đá,2,18,840000,11,0,14,14,HIGH
tennis,4,15,300000,2,0,2,4,LOW
pickleball,5,18,260000,5,1,13,4,HIGH
pickleball,6,18,230000,3,1,18,4,HIGH
cầu lông,4,8,160000,12,0,6,4,LOW
cầu lông,4,21,180000,1,0,9,4,MEDIUM
cầu lông,5,20,200000,3,1,20,4,HIGH
bóng đá,0,10,600000,1,0,15,12,MEDIUM
cầu lông,4,10,230000,1,0,8,4,LOW
pickleball,0,9,300000,2,0,6,6,LOW
cầu lông,1,20,190000,10,0,17,4,MEDIUM
bóng đá,3,11,630000,7,0,11,14,MEDIUM
pickleball,6,14,300000,1,1,13,6,MEDIUM
pickleball,4,18,290000,7,0,14,4,MEDIUM
bóng rổ,4,18,520000,1,0,13,12,MEDIUM
bóng rổ,5,18,410000,9,1,18,12,HIGH
bóng đá,4,13,820000,8,0,10,12,LOW
pickleball,3,19,210000,2,0,10,4,MEDIUM
bóng đá,3,14,620000,9,0,7,18,LOW
cầu lông,6,16,180000,8,1,12,4,MEDIUM
bóng đá,4,21,660000,3,0,13,14,MEDIUM
pickleball,2,21,330000,3,0,23,4,HIGH
bóng rổ,5,6,400000,4,1,8,12,LOW
bóng rổ,5,20,580000,8,1,18,16,HIGH
cầu lông,1,18,180000,10,0,9,4,MEDIUM
tennis,4,10,370000,1,0,7,6,LOW
cầu lông,1,16,150000,4,0,5,4,LOW
bóng đá,5,20,830000,2,1,20,18,HIGH
tennis,6,17,400000,2,1,10,6,MEDIUM
bóng đá,5,13,620000,1,1,26,18,HIGH
bóng rổ,2,6,370000,7,0,10,12,LOW
bóng rổ,1,11,460000,6,0,10,16,LOW
bóng rổ,1,16,380000,6,0,7,10,LOW
pickleball,6,11,290000,5,1,14,2,MEDIUM
cầu lông,6,21,250000,2,1,16,4,MEDIUM
cầu lông,6,18,190000,5,1,22,8,HIGH
bóng đá,2,8,640000,2,0,10,16,LOW
pickleball,6,20,290000,2,1,8,2,MEDIUM
bóng đá,2,9,660000,10,0,14,14,MEDIUM
cầu lông,2,11,150000,7,0,8,4,LOW
cầu lông,3,19,170000,5,0,22,4,HIGH
bóng đá,6,20,760000,5,1,17,12,HIGH
tennis,6,15,350000,7,1,12,6,MEDIUM
bóng đá,6,19,670000,9,1,16,12,HIGH
bóng đá,0,11,630000,5,0,16,16,MEDIUM
cầu lông,4,20,190000,3,0,11,8,LOW
pickleball,4,10,210000,1,0,7,4,LOW
bóng rổ,0,19,550000,6,0,19,10,HIGH
bóng đá,0,8,600000,2,0,9,14,LOW
tennis,0,21,400000,1,0,17,2,HIGH
tennis,6,7,470000,2,1,9,2,LOW
cầu lông,6,15,170000,10,1,9,8,MEDIUM
cầu lông,4,16,210000,12,0,9,8,LOW
bóng rổ,6,7,390000,8,1,11,14,MEDIUM
pickleball,4,13,270000,12,0,8,4,LOW
bóng rổ,6,21,570000,10,1,18,12,HIGH
pickleball,3,8,200000,4,0,5,8,LOW
cầu lông,3,10,160000,2,0,9,4,MEDIUM
bóng rổ,6,18,450000,5,1,15,10,MEDIUM
pickleball,2,18,270000,8,0,11,8,MEDIUM
cầu lông,6,7,150000,3,1,8,4,MEDIUM
cầu lông,6,17,190000,3,1,14,8,HIGH
bóng đá,0,10,620000,7,0,10,14,LOW
bóng đá,0,13,550000,11,0,6,12,LOW
cầu lông,5,9,240000,12,1,9,8,LOW
bóng rổ,1,18,380000,2,0,9,12,LOW
bóng rổ,3,20,550000,8,0,15,14,MEDIUM
cầu lông,2,19,240000,6,0,14,2,MEDIUM
bóng rổ,4,18,400000,7,0,18,12,HIGH
bóng rổ,3,20,540000,7,0,7,16,LOW
bóng đá,6,16,640000,1,1,15,14,HIGH
bóng rổ,0,15,530000,8,0,12,12,LOW
pickleball,5,17,290000,7,1,14,6,HIGH
pickleball,4,18,210000,4,0,10,6,MEDIUM
bóng rổ,2,19,490000,2,0,7,12,LOW
bóng đá,3,18,790000,4,0,25,18,HIGH
cầu lông,4,17,230000,10,0,17,8,MEDIUM
pickleball,4,20,260000,4,0,11,2,MEDIUM
bóng đá,0,20,720000,12,0,20,14,HIGH
bóng đá,6,19,630000,8,1,21,14,HIGH
pickleball,5,16,240000,4,1,12,4,MEDIUM
bóng rổ,0,13,520000,11,0,10,12,LOW
pickleball,2,17,240000,8,0,12,8,MEDIUM
cầu lông,1,10,170000,9,0,14,6,MEDIUM
cầu lông,2,18,240000,1,0,13,6,MEDIUM
cầu lông,6,14,230000,6,1,15,4,MEDIUM
bóng rổ,0,21,450000,7,0,16,12,HIGH
bóng rổ,0,15,340000,7,0,16,12,MEDIUM
bóng đá,5,16,780000,11,1,11,18,MEDIUM
pickleball,4,20,320000,3,0,13,6,MEDIUM
bóng đá,2,19,700000,3,0,13,16,MEDIUM
pickleball,1,21,300000,4,0,14,4,MEDIUM
cầu lông,4,21,220000,6,0,18,2,HIGH
bóng rổ,5,15,440000,5,1,9,10,MEDIUM
bóng rổ,1,18,540000,12,0,9,14,MEDIUM
pickleball,6,18,310000,12,1,23,6,HIGH
cầu lông,6,13,210000,11,1,11,4,MEDIUM
bóng rổ,6,17,540000,5,1,19,10,HIGH
bóng đá,2,17,660000,11,0,13,14,MEDIUM
pickleball,5,20,340000,9,1,21,6,HIGH
bóng đá,6,19,760000,10,1,17,14,HIGH
bóng đá,6,9,730000,2,1,13,14,MEDIUM
bóng rổ,6,18,500000,7,1,19,14,HIGH
cầu lông,6,14,190000,4,1,11,4,MEDIUM
cầu lông,0,14,180000,11,0,3,6,LOW
pickleball,6,7,230000,8,1,12,6,MEDIUM
bóng đá,6,20,660000,6,1,17,14,HIGH
tennis,5,16,350000,12,1,6,8,LOW
cầu lông,3,18,210000,5,0,21,4,HIGH
bóng đá,2,21,790000,11,0,20,14,HIGH
pickleball,3,19,280000,1,0,14,4,MEDIUM
bóng rổ,5,14,520000,11,1,17,12,HIGH
pickleball,1,15,250000,12,0,17,2,HIGH
cầu lông,5,19,210000,7,1,16,6,HIGH
cầu lông,5,9,220000,2,1,10,8,LOW
bóng đá,1,19,660000,10,0,19,12,HIGH
cầu lông,6,20,250000,8,1,11,8,MEDIUM
bóng đá,1,17,660000,10,0,9,14,MEDIUM
bóng rổ,2,6,490000,11,0,7,14,LOW
pickleball,4,19,260000,3,0,10,4,LOW
bóng rổ,6,7,480000,12,1,8,10,LOW
cầu lông,1,16,180000,1,0,6,6,LOW
cầu lông,2,10,200000,4,0,14,4,MEDIUM
cầu lông,1,19,170000,3,0,15,4,MEDIUM
cầu lông,3,20,230000,3,0,12,4,MEDIUM
pickleball,3,14,190000,2,0,11,6,LOW
cầu lông,1,8,160000,12,0,13,8,MEDIUM
bóng đá,4,7,780000,1,0,7,18,LOW
bóng rổ,2,16,330000,9,0,6,12,LOW
bóng rổ,6,21,580000,2,1,19,10,HIGH
bóng đá,0,21,810000,12,0,16,12,HIGH
pickleball,6,20,330000,12,1,19,4,HIGH
cầu lông,0,18,200000,10,0,18,4,HIGH
tennis,3,7,360000,2,0,5,6,LOW
tennis,3,18,440000,12,0,7,4,LOW
bóng đá,5,19,710000,11,1,16,14,HIGH
bóng đá,4,19,840000,1,0,9,12,MEDIUM
cầu lông,3,20,240000,3,0,13,8,LOW
bóng đá,1,15,730000,6,0,14,12,MEDIUM
pickleball,2,19,250000,1,0,9,8,LOW
bóng rổ,4,9,380000,2,0,11,10,LOW
bóng rổ,2,18,410000,5,0,14,10,MEDIUM
bóng đá,5,13,550000,8,1,23,14,HIGH
bóng đá,0,19,570000,5,0,16,16,HIGH
bóng rổ,3,11,460000,3,0,10,16,LOW
bóng đá,3,20,760000,6,0,16,18,HIGH
bóng đá,4,20,740000,8,0,18,14,HIGH
bóng rổ,2,8,370000,1,0,10,12,LOW
bóng đá,0,18,580000,12,0,17,18,HIGH
cầu lông,3,8,200000,1,0,4,6,LOW
pickleball,4,13,270000,6,0,12,2,MEDIUM
bóng đá,6,21,670000,12,1,16,12,HIGH
bóng rổ,3,8,520000,11,0,13,10,LOW
bóng rổ,4,11,400000,3,0,12,12,LOW
pickleball,2,14,200000,5,0,12,2,MEDIUM
cầu lông,0,19,220000,12,0,16,6,HIGH
bóng đá,3,19,800000,11,0,11,18,MEDIUM
cầu lông,3,18,220000,11,0,16,4,MEDIUM
bóng đá,1,20,590000,5,0,18,18,HIGH
bóng rổ,6,8,480000,1,1,10,12,MEDIUM
cầu lông,3,16,190000,2,0,5,2,LOW
pickleball,2,17,280000,2,0,16,4,MEDIUM
pickleball,6,15,270000,6,1,20,6,HIGH
pickleball,3,8,210000,11,0,11,4,LOW
cầu lông,0,18,240000,6,0,10,4,MEDIUM
bóng rổ,5,17,450000,1,1,19,12,HIGH
tennis,6,9,390000,11,1,11,4,MEDIUM
tennis,3,17,480000,8,0,15,6,MEDIUM
cầu lông,5,20,200000,6,1,13,8,HIGH
pickleball,3,11,280000,10,0,7,6,LOW
bóng đá,0,11,600000,10,0,13,14,MEDIUM
bóng đá,1,11,690000,10,0,17,18,MEDIUM
pickleball,4,15,280000,7,0,10,2,LOW
pickleball,3,18,310000,5,0,14,8,HIGH
bóng rổ,4,7,520000,8,0,5,12,LOW
pickleball,4,8,240000,1,0,12,2,MEDIUM
bóng rổ,6,10,470000,8,1,17,16,HIGH
cầu lông,0,7,180000,1,0,5,8,LOW
bóng rổ,1,18,490000,1,0,10,14,MEDIUM
bóng đá,5,16,640000,3,1,11,18,MEDIUM
bóng đá,1,6,690000,7,0,12,14,MEDIUM
pickleball,6,15,290000,7,1,13,4,MEDIUM
bóng đá,0,19,830000,2,0,17,12,HIGH
cầu lông,6,14,150000,12,1,11,2,MEDIUM
bóng rổ,0,15,380000,8,0,7,14,LOW
bóng rổ,2,7,470000,5,0,9,12,LOW
cầu lông,3,13,210000,8,0,6,4,LOW
bóng rổ,1,18,450000,11,0,9,12,MEDIUM
pickleball,0,19,250000,2,0,15,4,HIGH
cầu lông,6,14,170000,3,1,16,4,HIGH
pickleball,0,19,300000,5,0,18,4,HIGH
tennis,3,16,410000,9,0,7,4,LOW
pickleball,6,20,320000,9,1,14,6,HIGH
bóng đá,3,14,610000,3,0,12,16,MEDIUM
bóng đá,5,19,690000,2,1,18,14,HIGH
cầu lông,2,9,160000,6,0,14,6,MEDIUM
bóng rổ,3,16,410000,5,0,5,16,LOW
cầu lông,2,8,170000,10,0,16,4,MEDIUM
bóng đá,6,18,600000,8,1,10,14,HIGH
bóng đá,5,17,820000,8,1,21,16,HIGH
cầu lông,4,14,230000,7,0,11,4,MEDIUM
bóng rổ,4,10,430000,10,0,7,16,LOW
cầu lông,5,20,190000,11,1,16,8,HIGH
bóng đá,1,16,570000,10,0,12,16,MEDIUM
tennis,1,19,410000,9,0,10,2,LOW
bóng đá,0,15,820000,10,0,10,14,LOW
pickleball,6,21,290000,7,1,22,2,HIGH
cầu lông,6,18,190000,5,1,12,2,MEDIUM
cầu lông,5,10,210000,6,1,14,4,MEDIUM
bóng rổ,4,20,480000,5,0,10,12,MEDIUM
tennis,1,18,320000,9,0,7,6,LOW
cầu lông,6,17,220000,4,1,10,4,MEDIUM
bóng rổ,0,10,430000,8,0,13,14,MEDIUM
bóng rổ,4,17,430000,9,0,12,14,MEDIUM
tennis,5,20,330000,6,1,12,4,HIGH
bóng rổ,1,19,530000,8,0,11,10,MEDIUM
pickleball,0,19,220000,1,0,11,8,MEDIUM
bóng đá,6,11,770000,11,1,10,14,MEDIUM
bóng đá,1,21,610000,4,0,15,14,MEDIUM
cầu lông,2,6,210000,2,0,7,6,LOW
tennis,6,21,360000,10,1,17,2,HIGH
bóng đá,6,15,780000,10,1,17,12,HIGH
bóng đá,3,10,770000,7,0,7,12,MEDIUM
bóng đá,4,15,790000,9,0,9,14,LOW
cầu lông,2,19,160000,10,0,6,4,LOW
bóng rổ,3,8,450000,4,0,8,10,LOW
bóng rổ,1,20,570000,7,0,14,12,MEDIUM
bóng đá,6,21,740000,7,1,18,16,HIGH
bóng rổ,1,19,360000,12,0,7,16,MEDIUM
bóng rổ,5,20,570000,4,1,15,10,MEDIUM
tennis,4,13,450000,9,0,6,4,LOW
cầu lông,3,11,180000,11,0,8,4,LOW
bóng rổ,1,20,560000,5,0,17,12,MEDIUM
bóng đá,1,9,800000,5,0,14,14,MEDIUM
cầu lông,1,21,220000,4,0,15,2,HIGH
bóng đá,5,19,810000,6,1,17,14,HIGH
bóng đá,1,15,810000,6,0,15,14,MEDIUM
bóng đá,0,14,810000,5,0,13,12,MEDIUM
pickleball,4,17,240000,12,0,13,4,HIGH
bóng rổ,0,8,500000,11,0,9,12,LOW
bóng đá,0,9,720000,2,0,8,12,LOW
cầu lông,2,13,150000,7,0,6,4,LOW
bóng rổ,5,20,570000,5,1,19,12,HIGH
bóng đá,6,18,640000,9,1,16,18,HIGH
cầu lông,4,9,160000,1,0,9,8,LOW
bóng rổ,2,19,450000,3,0,6,10,LOW
bóng rổ,0,19,560000,4,0,12,12,MEDIUM
bóng đá,6,19,600000,12,1,12,12,MEDIUM
cầu lông,4,10,230000,6,0,15,4,MEDIUM
pickleball,0,20,290000,8,0,15,6,MEDIUM
bóng đá,3,21,720000,9,0,12,14,MEDIUM
pickleball,1,17,230000,1,0,13,4,MEDIUM
tennis,4,8,380000,1,0,4,4,LOW
bóng rổ,5,7,490000,1,1,10,12,LOW
bóng rổ,1,17,470000,12,0,12,10,MEDIUM
bóng rổ,3,15,390000,2,0,6,12,LOW
cầu lông,6,7,210000,8,1,13,6,MEDIUM
cầu lông,4,17,190000,8,0,16,2,HIGH
cầu lông,2,6,200000,6,0,10,4,LOW
tennis,6,19,360000,9,1,19,4,HIGH
pickleball,5,14,280000,4,1,16,4,MEDIUM
bóng đá,0,19,690000,2,0,18,14,HIGH
bóng đá,0,21,880000,8,0,14,14,HIGH
bóng đá,4,19,760000,6,0,30,12,HIGH
pickleball,0,19,280000,10,0,15,4,HIGH
cầu lông,1,21,220000,1,0,12,8,MEDIUM
bóng đá,4,16,720000,2,0,8,16,LOW
